(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0DXBCTGVK,B0DXBCTGVK,TREE MAISON CORONATING HOMES Vastu Round Iron Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 3,3IN-IRON-STUD-SET-3,10,0,0.00%,0.00%,17,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,₹299.00,₹0.00,1,0
B0DY1N6LQG,B0DY1N6LQG,TREE MAISON CORONATING HOMES Vastu Yellow Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,BIG-YELLOW-ST-2,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,₹522.00,₹0.00,1,0
B0DY1N8BQM,B0DY1N8BQM,TREE MAISON CORONATING HOMES Copper Kilak (6 Inch Approx) Weight of 1 Kilak- 248gm Approx | Conical Rod | Vastu Nail for Vastu Dosh Correction | Vastu Remedy | Vastu Kilak Remedy | (Set of 5),6IN-KILAK-COPPER-SET-5,12,2,0.00%,0.01%,13,2,0.00%,0.01%,100.00%,100.00%,1,0,8.33%,0.00%,"₹2,849.00",₹0.00,1,0
B0DY1N9P9B,B0DY1N9P9B,TREE MAISON CORONATING HOMES Vastu Blue Red Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,BIG-BLUE-RED-TAPE,2,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,₹522.00,₹0.00,1,0
B0DY1NSGT9,B0DY1NSGT9,TREE MAISON CORONATING HOMES Vastu Green Red Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 2,BIG-GREEN-RED-TAPE,6,1,0.00%,0.01%,7,2,0.00%,0.01%,85.71%,100.00%,1,1,16.67%,100.00%,₹479.00,₹479.00,1,1
B0DYJT8GJC,B0DYJT8GJC,TREE MAISON CORONATING HOMES Stainless Steel Kilak (6 Inch) | Conical Rod | Vastu Nail for Vastu Dosh Correction | Vastu Remedy | Vastu Kilak Remedy | (Set of 1),6-IN-KILAK-S.S-SET-1,6,0,0.00%,0.00%,15,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,₹522.00,₹0.00,1,0
B0DYJWG31Z,B0DYJWG31Z,TREE MAISON CORONATING HOMES Copper Kilak (6 Inch Approx) Weight of 1 Kilak- 248gm Approx | Conical Rod | Vastu Nail for Vastu Dosh Correction | Vastu Remedy | Vastu Kilak Remedy | (Set of 2),6IN-KILAK-COPPER-SET-2,8,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,"₹1,299.00",₹0.00,1,0
B0DZXQ16CD,B0DZXQ16CD,TREE MAISON CORONATING HOMES Copper Gaa Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SE | Pack of 3,6IN-COPPER-GAA-HELIX-SET-3,5,1,0.00%,0.01%,5,1,0.00%,0.00%,100.00%,100.00%,1,0,20.00%,0.00%,"₹2,493.00",₹0.00,1,0
B0DZXQVWQL,B0DZXQVWQL,TREE MAISON CORONATING HOMES Zinc Chand Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 1,6IN-CHAND-ZINC-HELIX-SET-1,29,0,0.01%,0.00%,34,0,0.01%,0.00%,100.00%,0.00%,6,0,20.69%,0.00%,"₹2,790.00",₹0.00,1,0
B0DZXS7MBG,B0DZXS7MBG,TREE MAISON CORONATING HOMES Brass Shree Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 3,6IN-BRASS-SHREE-HELIX-SET-3,8,1,0.00%,0.01%,12,2,0.00%,0.01%,100.00%,0.00%,1,0,12.50%,0.00%,"₹1,994.00",₹0.00,1,0
B0DZXT11GH,B0DZXT11GH,TREE MAISON CORONATING HOMES Brass Hii Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NW | Pack of 1,6IN-BRASS-HII-HELIX-SET-1,39,1,0.01%,0.01%,48,1,0.01%,0.00%,100.00%,100.00%,1,0,2.56%,0.00%,₹617.00,₹0.00,1,0
B0F193DSHT,B0F193DSHT,TREE MAISON CORONATING HOMES Citrine Tumble Stone | 50 gm Tumbled Gemstones | Reiki Healing Stones | Home Decor Pebbles | Aquarium Gravel | Garden & Table Dcor,CITRINE-TUMBLE-50-GRAM,33,1,0.01%,0.01%,42,1,0.01%,0.00%,100.00%,100.00%,1,1,3.03%,100.00%,₹474.00,₹474.00,1,1
B0F195171J,B0F195171J,TREE MAISON CORONATING HOMES Clear-Quartz Tumble Stone | 50 gm Tumbled Gemstones | Reiki Healing Stones | Home Decor Pebbles | Aquarium Gravel | Garden & Table Decor,CLEAR-QUARTZ-TUMBLE-50-GRAM,16,0,0.00%,0.00%,20,0,0.00%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,₹284.00,₹0.00,1,0
B0F1968FP5,B0F1968FP5,TREE MAISON CORONATING HOMES Lapis-Lazuli Tumble Stone | 50 gm Tumbled Gemstones | Reiki Healing Stones | Home Decor Pebbles | Aquarium Gravel | Garden & Table Decor,LAPIS-LAZULI-TUMBLE-50-GRAM,9,1,0.00%,0.01%,11,1,0.00%,0.00%,100.00%,100.00%,2,2,22.22%,200.00%,₹568.00,₹568.00,1,1
B0F1CTCT8C,B0F1CTCT8C,TREE MAISON CORONATING HOMES Vastu Small Brass Nandi Cow Statue | 40 g Weight Approx |Remedy for Home & Office | Brass Shiva's Bull | Size- 2.3 X 3 Cm | Nandi Idol for Pooja |Pack of 3,LITTLE-NANDI-JI-SET-3,18,1,0.00%,0.01%,19,1,0.00%,0.00%,100.00%,100.00%,1,0,5.56%,0.00%,₹379.00,₹0.00,1,0
B0F266G5W8,B0F266G5W8,TREE MAISON CORONATING HOMES Savitra Devta Divs Oil | 5 ML Approx |Vastu Remedy Oil | Devta Oils for Vastu Remedy | Pack of 1,SAVITRA-DEVTA-OIL,10,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,₹634.00,₹0.00,1,0
B0F2677HLF,B0F2677HLF,TREE MAISON CORONATING HOMES Mukhya Devta Divs Oil | 5 ML Approx |Vastu Remedy Oil | Devta Oils for Vastu Remedy | Pack of 1,MUKHYA-DEVTA-OIL,5,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,6,0,120.00%,0.00%,"₹3,984.00",₹0.00,1,0
B0F268N8Q6,B0F268N8Q6,TREE MAISON CORONATING HOMES Prajanya Devta Divs Oil | 5 ML Approx |Vastu Remedy Oil | Devta Oils for Vastu Remedy | Pack of 1,PARJANYA-DEVTA-OIL,12,0,0.00%,0.00%,14,0,0.00%,0.00%,100.00%,0.00%,6,0,50.00%,0.00%,"₹3,984.00",₹0.00,1,0
B0F28YK2BR,B0F28YK2BR,TREE MAISON CORONATING HOMES VASTU Copper Netritya Talwar Digpal Shastra | Vastu Remedy |Size - 7 cm | Pack of 1,NETRITYA-TALWAR-DIGPAL-SHASTRA,15,1,0.00%,0.01%,20,1,0.00%,0.00%,100.00%,100.00%,1,0,6.67%,0.00%,₹299.00,₹0.00,1,0
B0F28ZRJNG,B0F28ZRJNG,TREE MAISON CORONATING HOMES VASTU Copper Agni Shakti Digpal Shastra | Vastu Remedy |Size - 7 cm | Pack of 1,AGNI-SHAKTI-DIGPAL-SHASTRA,10,1,0.00%,0.01%,15,2,0.00%,0.01%,100.00%,100.00%,1,1,10.00%,100.00%,₹299.00,₹299.00,1,1
B0F2TDG8DR,B0F2TDG8DR,TREE MAISON CORONATING HOMES Zinc Chand Helix | 4 Inch | Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NE | Pack of 1,4IN-CHAND-ZINC-HELIX-SET-1,24,1,0.01%,0.01%,31,1,0.01%,0.00%,100.00%,0.00%,1,0,4.17%,0.00%,₹489.00,₹0.00,1,0
B0F2TDW9DJ,B0F2TDW9DJ,TREE MAISON CORONATING HOMES Brass Shree Helix | 4 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 3,4IN-BRASS-SHREE-HELIX-SET-3,33,3,0.01%,0.02%,43,3,0.01%,0.01%,100.00%,100.00%,1,0,3.03%,0.00%,"₹1,595.00",₹0.00,1,0
B0F2TFM6F7,B0F2TFM6F7,TREE MAISON CORONATING HOMES Aluminium Helix | 4 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction Pack of 3,4IN-ALUMINIUM-HELIX-SET-3,44,1,0.01%,0.01%,61,1,0.01%,0.00%,100.00%,100.00%,1,0,2.27%,0.00%,₹601.00,₹0.00,1,0
B0F2TFV27R,B0F2TFV27R,TREE MAISON CORONATING HOMES Zinc Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 1,4IN-ZINC-HELIX-SET-1,22,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,₹948.00,₹0.00,1,0
B0F2THFDZ4,B0F2THFDZ4,TREE MAISON CORONATING HOMES Copper Hii Helix | 4 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - SE | Pack of 3,4IN-COPPER-HII-HELIX-SET-3,34,1,0.01%,0.01%,49,3,0.01%,0.01%,100.00%,100.00%,1,0,2.94%,0.00%,"₹1,595.00",₹0.00,1,0
B0F2THTCB3,B0F2THTCB3,TREE MAISON CORONATING HOMES Brass Hii Helix | 4 Inch |Energy Booster Vastu Remedy| Vastu Helix Remedy for Zone Correction |Zonal Placement - NW | Pack of 3,4IN-BRASS-HII-HELIX-SET-3,26,3,0.01%,0.02%,29,3,0.00%,0.01%,100.00%,100.00%,1,0,3.85%,0.00%,"₹1,595.00",₹0.00,1,0
B0F7F71ZDT,B0F7F71ZDT, ,GREEN-SELENITE-CHARGER,14,1,0.00%,0.01%,16,1,0.00%,0.00%,100.00%,100.00%,1,0,7.14%,0.00%,₹363.00,₹0.00,1,0
B0F7FY979C,B0F7FY979C, ,RED-SELENITE-CHARGER,19,2,0.00%,0.01%,24,2,0.00%,0.01%,100.00%,100.00%,1,0,5.26%,0.00%,₹427.00,₹0.00,1,0
B0F8J7F8CX,B0F8J7F8CX,TREE MAISON CORONATING HOMES Vastu Brass Round Stud | Vastu Remedy| Vastu Stud Remedy | 3 Inch | Pack of 3,3-IN-BRASS-STUD-SET-3,11,1,0.00%,0.01%,13,1,0.00%,0.00%,100.00%,100.00%,1,0,9.09%,0.00%,₹434.00,₹0.00,1,0
B0F8J7G3KT,B0F8J7G3KT,TREE MAISON CORONATING HOMES Vastu Aluminium Round Stud | Vastu Remedy| Vastu Stud Remedy | 1.5-Inch | Pack of 9,1.5-IN-ALUMINIUM-STUD-SET-9,3,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,₹398.00,₹0.00,1,0
B0F8J8N1GQ,B0F8J8N1GQ,TREE MAISON CORONATING HOMES Vastu Iron Round Stud | Vastu Remedy | Vastu Stud Remedy | 1.5-Inch | Pack of 9,1.5-IN-IRON-STUD-SET-9,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,₹796.00,₹0.00,1,0
B0F8JB1GVG,B0F8JB1GVG,TREE MAISON CORONATING HOMES Vastu Stainless Steel Round Stud | Vastu Remedy| Vastu Stud Remedy | 3 Inch | Pack of 3,3-IN-S.S-STUD-SET-3,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,₹332.00,₹0.00,1,0
B0F8ZZWF22,B0F8ZZWF22,"BRONGS Crystal Seven Chakra | Size 9-10 Inch | 300 Beads | Positive Energy, Wealth, Meditation, Health, Good Luck | Feng Shui | Home & Office Decor | Gift",300BEADS-SEVEN-CHAKRA-TREE,6,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,₹541.00,₹0.00,1,0
B0F912SRC3,B0F912SRC3,"BRONGS Crystal Money Magnet Tree (300 Beads) | Gemstone Crystal Tree for Meditation, Money, Health, Good Luck | Feng Shui Office Home Decor Gift for Study Table",300BEADS-MONEY-MAGNET-TREE,10,0,0.00%,0.00%,14,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,₹683.00,₹0.00,1,0
B0F9P8B4TS,B0F9P8B4TS,"BRONGS Tridhatu Nandavrat Yantra | Size - 2.3 CM | Powerful Vastu Remedy for Negativity Removal, Peace & Prosperity | Pack of 11",10-SET-NANDAVRAT-TRIDHATU,22,1,0.01%,0.01%,28,1,0.00%,0.00%,100.00%,100.00%,2,0,9.09%,0.00%,"₹1,176.00",₹0.00,1,0
B0F9X4YTWF,B0F9X4YTWF,BRONGS Brass Kamdhenu Statue | Height - 10.5 cm Aprrox. | Weight - 540 Gram Approx. | Vastu Idol for Home and Office | Zonal Placement - ESE|,BG-SMALL-KAMDHENU,35,2,0.01%,0.01%,38,2,0.01%,0.01%,100.00%,0.00%,1,0,2.86%,0.00%,"₹1,234.00",₹0.00,1,0
B0F9X6FNP4,B0F9X6FNP4,BRONGS Brass Plain Camel Statue | Height - 16 cm Aprrox. | Weight - 710 Gram Approx | Vastu Idol for Home and Office | Zonal Placement - West/WNW | Camel Statue for Vastu,BG-PLAIN-CAMEL,47,1,0.01%,0.01%,65,1,0.01%,0.00%,100.00%,0.00%,1,0,2.13%,0.00%,"₹1,424.00",₹0.00,1,0
B0F9X6WVBK,B0F9X6WVBK,BRONGS Brass Dhanvantri Statue | Height - 21 cm Aprrox | Weight - 1012 Gram Approx | Vastu Idol for Home and Office | Zonal Placement - NNE | Lord Dhanvantri Idol,BG-DHANVANTRI,102,7,0.03%,0.04%,132,9,0.02%,0.04%,100.00%,100.00%,1,0,0.98%,0.00%,"₹1,899.00",₹0.00,1,0
B0F9X7K1N2,B0F9X7K1N2,BRONGS Brass Lion Statue | Height - 9.5 cm Aprrox. | Weight - 870 Gram Approx. | Vastu Idol for Home and Office | Zonal Placement - NNE |,BG-SMALL-LION,37,3,0.01%,0.02%,39,3,0.01%,0.01%,100.00%,100.00%,1,0,2.70%,0.00%,"₹1,599.00",₹0.00,1,0
B0F9X9NK36,B0F9X9NK36,BRONGS Brass Lion Statue | Height - 15 cm Aprrox | Weight - 2450 Gram Approx | Vastu Idol for Home and Office | Zonal Placement - NNE | Lion Statue for Home Decor,BG-BIG-LION,34,1,0.01%,0.01%,39,1,0.01%,0.00%,100.00%,100.00%,1,0,2.94%,0.00%,"₹3,799.00",₹0.00,1,0
B0FC6QJ1BX,B0FC6QJ1BX,"TREE MAISON CORONATING HOMES Crystal Tiger Eye Pencil |Height - 3 to 4 Inch| Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",3-4-INCH-TIGER-EYE-PENCIL,8,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,₹474.00,₹0.00,1,0
B0FC6QXY8G,B0FC6QXY8G,"BRONGS Crystal Tiger Eye Pencil |Height - 3 to 4 Inch| Chakra Balancing Energy Generator | Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",3-4-IN-TIGER-EYE-PENCIL-BR,8,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,₹948.00,₹0.00,1,0
B0FC6RK682,B0FC6RK682,"BRONGS Crystal Labradorite Pencil |Height - 5 to 6 Inch| Chakra Balancing Energy Generator | Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",5-6-IN-LABRADORITE-PENCIL-BR,7,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,₹421.00,₹0.00,1,0
B0FC6RSLZ4,B0FC6RSLZ4,"TREE MAISON CORONATING HOMES Crystal Labradorite Pencil |Height - 5 to 6 Inch| Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",5-6-INCH-LABRADORITE-PENCIL,44,4,0.01%,0.02%,56,4,0.01%,0.02%,100.00%,100.00%,2,0,4.55%,0.00%,₹946.62,₹0.00,1,0
B0FC6S57PN,B0FC6S57PN,"BRONGS Crystal Malchite Pencil |Height - 4 to 5 Inch| Chakra Balancing Energy Generator | Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",4-5-IN-MALCHITE-PENCIL-BR,5,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,₹284.00,₹0.00,1,0
B0FC6TT2M8,B0FC6TT2M8,"BRONGS Crystal Seven Chakra Pencil |Height - 4 to 5 Inch| Chakra Balancing Energy Generator | Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",4-5-IN-7-CHAKRA-PENCIL-BR,10,0,0.00%,0.00%,16,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,₹474.00,₹0.00,1,0
B0FC6VC1L9,B0FC6VC1L9,"BRONGS Crystal Rose Quartz Pencil |Height - 4 to 5 Inch| Chakra Balancing Energy Generator | Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",4-5-IN-ROSE-QUARTZ-PENCIL-BR,10,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,₹474.00,₹0.00,1,0
B0FC6WB3TS,B0FC6WB3TS,"BRONGS Crystal Larvokite Pencil |Height - 3 to 4 Inch| Chakra Balancing Energy Generator | Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",3-4-IN-LARVOKITE-PENCIL-BR,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,₹284.00,₹0.00,1,0
B0FD3VGMKQ,B0FD3VGMKQ,"BRONGS Clear Quartz Hexagonal Tower 100 Gram | Crystal Point Wand for Reiki, Chakra Healing, Meditation & Energy Amplification |",CLEAR-QRTZ-HEXAGONAL-100GM-BG,12,0,0.00%,0.00%,15,0,0.00%,0.00%,71.43%,0.00%,1,0,8.33%,0.00%,₹237.00,₹0.00,1,0
B0FDB7SKDV,B0FDB7SKDV,"TREE MAISON CORONATING HOMES Tridhatu Pyramid |2 Inch |Weight of 1 Pyramid- 10gm Approx |Pack of 1 | Vastu Dosh Nivaran | Positive Energy, Zone Balancing & Protection | for Home, Office & Temple Use",2IN-TRIDHATU-PYRAMID-SET-1,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,₹284.00,₹0.00,1,0
B0FDB7Y4RV,B0FDB7Y4RV,"BRONGS Selenite Charging Plate – 15 cm x 4 cm | Selenite Charging Plate for Crystals | Energy Cleansing Stone for Crystals, Reiki & Healing | Pack of 1",BG-15CM-7-CHAKRA-SELENITE-PLATE,56,2,0.01%,0.01%,78,2,0.01%,0.01%,100.00%,100.00%,2,0,3.57%,0.00%,₹598.00,₹0.00,1,0
B0FDB99X98,B0FDB99X98,"TREE MAISON CORONATING HOMES Tridhatu Pyramid 2 Inch |Pack of 7 |Weight of 1 Pyramid- 10gm Approx |Vastu Dosh Nivaran | Positive Energy, Zone Balancing & Protection | for Home, Office & Temple Use",2IN-TRIDHATU-PYRAMID-SET-7,8,0,0.00%,0.00%,15,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,₹902.00,₹0.00,1,0
B0FDKV1HDB,B0FDKV1HDB,"BRONGS Copper Hollow Pyramid |Size-8Inch (20 cm) Weight -170gm Approx |Energy Decor Sculpture for Modern Homes | Spiritual Vastu Accent for Tabletop, Office & Meditation |Pack of 1",BG-8IN-COPPER-HOLLOW-PYRAMID,45,1,0.01%,0.01%,58,1,0.01%,0.00%,91.84%,100.00%,1,0,2.22%,0.00%,₹999.00,₹0.00,1,0
B0FDQLTYR9,B0FDQLTYR9,"TREE MAISON CORONATING HOMES Black Obsidian Charging Plate |Punchmukhi Hanuman| 3 Inch | Crystal Plate for Energy Protection, Vastu Correction & Spiritual Healing |",BLK-OBS-5-MUKHI-HANUMAN-PLATE,17,2,0.00%,0.01%,17,2,0.00%,0.01%,100.00%,100.00%,1,0,5.88%,0.00%,₹315.00,₹0.00,1,0
B0FDQMT4RQ,B0FDQMT4RQ,"BRONGS Black Obsidian Charging Plate |Kuber Yantra| 3 Inch | Crystal Plate for Energy Protection, Vastu Correction & Spiritual Healing |",BG-BLK-OBS-KUBER-YANTRA-PLATE,19,1,0.00%,0.01%,22,1,0.00%,0.00%,89.47%,0.00%,1,0,5.26%,0.00%,₹315.00,₹0.00,1,0
B0FDQPBV56,B0FDQPBV56,"BRONGS Black Obsidian Charging Plate |Punchmukhi Hanuman| 3 Inch | Crystal Plate for Energy Protection, Vastu Correction & Spiritual Healing |",BG-BLK-OBS-5-MUKHI-HANUMAN-PLATE,13,0,0.00%,0.00%,19,0,0.00%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,₹315.00,₹0.00,1,0
B0FDWJVPVQ,B0FDWJVPVQ,"TREE MAISON CORONATING HOMES Rudraksha Pendulum | Natural Energy Dowsing Tool for Meditation, Chakra Healing & Spiritual Styling",RUDRAKSH-PENDULUM,30,1,0.01%,0.01%,39,1,0.01%,0.00%,100.00%,0.00%,1,0,3.33%,0.00%,₹299.00,₹0.00,1,0
B0FF256F6D,B0FF256F6D,"TREE MAISON CORONATING HOMES 10 cm Selenite Bowl with 7 Chakra Tumble Stones | Chakra Balancing Crystal Set for Meditation, Reiki & Energy Healing | Elegant Spiritual Gift Set",8CM-SELENITE-BOWL+7-CHAKRA-TUMBLE,133,3,0.03%,0.02%,146,3,0.03%,0.01%,100.00%,100.00%,1,0,0.75%,0.00%,"₹1,424.00",₹0.00,1,0
B0FF27RBRY,B0FF27RBRY,"BRONGS 10 cm Selenite Bowl with 7 Chakra Tumble Stones | Chakra Balancing Crystal Set for Meditation, Reiki & Energy Healing | Elegant Spiritual Gift Set",BG-8CM-SELENITE-BOWL+7-CHAKRA-TUMBLE,31,1,0.01%,0.01%,44,2,0.01%,0.01%,100.00%,100.00%,1,0,3.23%,0.00%,"₹1,499.00",₹0.00,1,0
B0FF9DJS8H,B0FF9DJS8H,"TREE MAISON CORONATING HOMES Carnelian Crystal Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Motivation",CARNLELIAN-CHIPS-500-GM,14,0,0.00%,0.00%,18,0,0.00%,0.00%,93.33%,0.00%,1,0,7.14%,0.00%,₹313.00,₹0.00,1,0
B0FF9HGWK5,B0FF9HGWK5,"TREE MAISON CORONATING HOMES Aquamarine Crystal Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Tranquility",AQUAMARINE-CHIPS-500-GM,24,0,0.01%,0.00%,55,0,0.01%,0.00%,100.00%,0.00%,1,0,4.17%,0.00%,₹460.00,₹0.00,1,0
B0FF9HVGT2,B0FF9HVGT2,"TREE MAISON CORONATING HOMES Amethyst Crystal Chips |100gm | Crystal Rough Stone for Home Decor, Reiki Healing | Natural Healing Stone",AMETHYST-CHIPS-100-GM,63,2,0.02%,0.01%,74,2,0.01%,0.01%,98.57%,100.00%,1,0,1.59%,0.00%,₹189.00,₹0.00,1,0
B0FF9J4KT4,B0FF9J4KT4,"TREE MAISON CORONATING HOMES Emerald Crystal Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Amplifying",EMERALD-CHIPS-500-GM,25,0,0.01%,0.00%,37,0,0.01%,0.00%,100.00%,0.00%,1,0,4.00%,0.00%,₹449.00,₹0.00,1,0
B0FF9J9F5R,B0FF9J9F5R,"TREE MAISON CORONATING HOMES Pyrite Crystal Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Wealth & Protection",PYRITE-CHIPS-500-GM,22,0,0.01%,0.00%,25,0,0.00%,0.00%,100.00%,0.00%,1,0,4.55%,0.00%,₹458.00,₹0.00,1,0
B0FF9JG447,B0FF9JG447,"TREE MAISON CORONATING HOMES Lapis Lazuli Crystal Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Wisdom",LAPIZ-LAZULI-CHIPS-500-GM,21,0,0.01%,0.00%,27,0,0.00%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,₹413.00,₹0.00,1,0
B0FF9KWS5T,B0FF9KWS5T,"TREE MAISON CORONATING HOMES Red Agate Crystal Chips |100gm | Crystal Rough Stone for Home Decor, Reiki Healing | Strength",RED-AGATE-CHIPS-100-GM,16,0,0.00%,0.00%,19,0,0.00%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,₹189.00,₹0.00,1,0
B0FF9M3Q66,B0FF9M3Q66,"TREE MAISON CORONATING HOMES Flourite Crystal Chips |100gm | Crystal Rough Stone for Home Decor, Reiki Healing | Amplifying",FLORITE-CHIPS-100-GM,14,1,0.00%,0.01%,16,1,0.00%,0.00%,100.00%,100.00%,1,0,7.14%,0.00%,₹237.00,₹0.00,1,0
B0FFHD695N,B0FFHD695N,TREE MAISON CORONATING HOMES Mat with Rudraksh Dowsing Pendulum | Altar Tarot Reading Pad for Divination & Energy Work | Dowsing Mat |,ZODIAC-MAT-RUDRAKSH-PENDULUM,58,3,0.01%,0.02%,67,3,0.01%,0.01%,100.00%,100.00%,1,0,1.72%,0.00%,₹429.00,₹0.00,1,0
B0FFM8FLPL,B0FFM8FLPL,"BRONGS Tiger Eye Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Confidence & Focus",BG-TIGER-EYE-CHIPS-500-GM,2,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,₹329.00,₹0.00,1,0
B0FFM8J23L,B0FFM8J23L,"BRONGS Flourite Crystal Chips |100gm | Crystal Rough Stone for Home Decor, Reiki Healing | Amplifying",BG-FLORITE-CHIPS-100-GM,21,2,0.01%,0.01%,30,2,0.01%,0.01%,100.00%,100.00%,1,0,4.76%,0.00%,₹224.00,₹0.00,1,0
B0FFMBVVDF,B0FFMBVVDF,BRONGS Dowsing Mat with Brass Dowsing Pendulum | Length -10 Inch | Altar Tarot Reading Pad for Divination & Energy Work | Dowsing Pendulum Mat |,BG-ZODIAC-MAT-BRASS-PENDULUM,13,0,0.00%,0.00%,15,0,0.00%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,₹474.00,₹0.00,1,0
B0FFMD9Z34,B0FFMD9Z34,"BRONGS Aquamarine Crystal Chips |500gm | Crystal Stone for Home Decor, Reiki Healing | Tranquility",BG-AQUAMARINE-CHIPS-500-GM,21,0,0.01%,0.00%,33,0,0.01%,0.00%,96.43%,0.00%,1,0,4.76%,0.00%,₹460.00,₹0.00,1,0
